text,label
maul gak perform awwokawoak,0
ssetuju. karna apa judi narkoba termasuk pemasukan negara. masalah banyak yg jahat. itu tergantung pribadi masing masing,1
facegreensmilingfacefuchsiatongueouteyespurplecryingfacebluequestionmark,0
pantesan aku wd lama masuk nya,1
kemenangan seorang penjudi adalah berhenti 😓,1
bukanya pemeri tah itu seharusnya menutup judinya tp malah dikasih modal untuk main judi,1
salam saking grobogan jateng,0
"Jd laki pemimpin rumah tangga bukannya kerja keras buat keluarga malah judi, msh mending ditegor istri tandanya istrinya perhatian pgn suaminya berubah judi kaya engga dosa iy Jd miskin iya",1
"judi bukan perkara memang / kalah. bagi orang islam Haram. wajib berhenti,",1
"klo ada polisi main slot itu hanyalah oknum, tidak semua polisi main slot tp banyak sih.",1
apk yg bersangkutan dgn judi di hapus.judi OL otomatis hilang di masyarakat,1
"slot,lagi🤣🤣🤣",1
pernh diposisi ini suami judi saat ank butuh biaya di rs akhirnya uang abis judi ank pun pergi ke surga,1
waduh mn baru wd lagi,1
ini kira2 biyaya hbis berapa y dan manfaaty ap y,0
ladusing lawak🤣🤣sabu judi itu bisnis ladusing,1
love jogja and you frenkiimam,0
"org main judi di oenjara pasalnya apa? terus itu di ig banyak bgt yg promosiin situs judol aman aman aja tuh, apalagi artis banyak bgt yg promosiin tapi aman aman aja ah mereka😅",1
gas gas,0
"yg ada malah mau dikasih bansos,jd makin bnyk deh yg daftar judi online 😂😂",1
"pak..... kalau bandar nya di biarkan berkeliaran, sampai kiamat sekalipun judi online tetap ada terus
apa karena bandar setor jadi gak di tangkap 😂😂",1
ini kalau ada punokawan juga ada,0
"baju shope gak sih,merasa gacor klo pakai baju shope",1
lagi istirahat ya,0
"ini asli nih ngakak, bos org wd atau depo pake crypto gmn ? 😪",1
tenan aku mas,0
sekarang ada juga game online juga modus deposit cip,1
"jangan soal judi dong, itu yg korupsi juga lah",1
love jogja and you,0
jyann rame ne poll,0
kulon progo hadir,0
"kukira streamer pinggir jurang
ternyata streamer promosi judi",1
jih kerja ttak nonton ning yutup ae,0
si paling anti judi ta,1
mending nonton live neng kene ra resiko,0
judi uang2 sendri ditngkp.ok lh truss knpa yg.jlas2 merugikn rkyat pnjht2 berdasi kok sunyi y..kasus2ny🤣🤣🤣🤣,1
aq sangat faham dengan keadaan ini😔judi online LC jg,1
yanto meresahkan,0
slot dh di blokir?,1
JUDI ONLINE ITU BIKIN NYANDU PERCAYA DEH .MAKANYA JNGN SKLI2 MENCOBA JUDI ONLINE BAKAL NYANDU,1
yogya semoga tetep istinewa sempulur ngayojakarta,0
jogja memang istimewa yogyakarta,0
mendingan nonton disini dari pada di sana umpek umpek an,0
kena gk tuh...dripada mungutin tapera dan memberi bansos pada korban judi online😅😅😅,1
"judi apapun jenis dan berapun hasil yang didapat akan bikin keberkahan hilang, hidup kalo berkahya udah ilang gak akan pernah berjalan baik.",1
istirahat po,0
"sama, tidak membenarkan perbuatan istrinya, tapi malah senyum2 baca beritanya,, krna gedeg jg liat temen2 kerja dan tetangga2 tiap hari pada depo slot pdhl ada yg sampe jual rumah ma mobil gr2 kalah",1
lancar acaranya mantaappp,0
lagu nya canduuu wjnc,0
kalau klitih jarang di mobil kak,0
mantap biar Ku gak judi lgi 😂,1
di tugu,0
acara intinya nanti jam 1900 ya gaes ya,0
"ini kapan bansosnya keluar,tidak sabar untuk buat modal deposit😂",1
ketik digoogle  xhamster,0
tutup judi oneline,1
"betul pak..skrg tinggal manusia nya sja mau berjudi atau tdk?itung2 uji ke imanan seseorg,,gk ush munafik",1
besok w main judi online ahhhh...😂😂😂,1
blokir minn iklan judol nya min,0
"krim ke dana ovo bank dll,yg uang ny terdaftar di judi onle aja.",1
aku udh sampai rumah mending nonton di sini aja rame bet tadi ga kuat sumuk bgt tapi tetap istimewa kota ku,0
35 jt bulan Mei tahun kemarin pas lagi gacor gacornya 🗿,1
"🤭🙏 mff pk Asha gk pernah judi, Amit Amit dh,
ok thx pk nasehat Anda 🙏",1
poin terakhir ericko lim knp hanya dkit?? yaa krna dia livestream smbil nipu orang.. live smbil maen slot tapi trial.. 😏😏,1
giliran kepleset semua ikut menjatuhkan kayak ga pernah judi aja. sukurnya mrka sudah tobat,1
akar permasalahan hny 1 ....judiii online,1
selamat ulang tahun kota jogja semoga tambah istimewa,0
"Rp7777,, itu judi online yg nggk sanggup Kapolri blok 🙏🙏",1
WADUH PADAHAL KALAU DIA GADAI KANTORNYA PASTI GACOR KANG,1
selamat ulang tahun kota yogya,0
males aku sama kalian,0
@Irkham Pamungkas gacor,1
"Betul jgn munafik, judi online aja di gas trs wkwkwk",1
akeh copete biasane nek ngeneki,0
nanti habis isya,0
"ga setuju, kecuali dia ga beragama, krna di agama mana pun pasti mengharamkan Judi",1
"PEJABAT KORUPSI LEWAT BANDAR JUDI ONLINE 😂DI PIKIR RAKYAT BISA DI BODOHIN 🤣🤣
PUAS""KAN LAH BERBUAT SEMAU MU, SEBENTAR LAGI KEKUASAAN MU HILANG, DI SITU LAH KAMU AKAN MERASAKAN HASIL DR KEPUTUSAN MU",1
"masalah judi, lupakah pernah ada markas judi dengan omset puluhan milliar yg hanya berjarak 300m dari POLDA METRO JAYA ?",1
aku lali nek dadi mc mah towo telur gulung,0
kalo wd diem ... kalo rungkat koar koar ... konoha,1
condongcatur mu endi mas,0
nanti mulai lagi tenang aja,0
memberantas judi ❌ membantu bandar ✔,1
betul..berantas judi jg gak kelar2 krn ada beking..lbh baik duitnya msk kas negara drpd ke pejabat korup.,1
"usut judi bisa, usut kasus 271T lama",1
nanti kasih bansos penjudinya...siapa dulu presidennya,1
banyak banget yang dukung aneh gue pedahal udh tau salah di promosi judi online,1
bandar: cuan cuan cuan😁,1
"preettttt ,institusi anda sendiri yg bekingi perjudian dan kriminal di negeri ini",1
suwe banget intro ne,0
"intinya partai sosmed ingin mendapatkan cuan setelah kumpulin bukti"" doang tanpa proses. Kita liat akhir dari pertarungan ini😅",1
jogjaa bru kmrin pulang dr sini dah kangen jogja,0
"Benerrrr, legalkan judi online",1
di kantor polisi juga bnyak yg main judi online 😁,1
hbd jogja ke 268 dari mantrijeron,0
p mabar epep pak,0
"ttgaku penjudi smpek kukot jual rumah ortu,utang 350 jt,gdai mtor org,utang ke org 10 jt ,gaji rusak pdhl asn ..",1
"mrk ini orang pintar,klu bandar yg ditangkap hbs mrk gk dpt cuan lg.",1
hbd jogjaku,0
hidup jogja,0
masyarakat yang depo yg wd sopo lee? @takutbangetzloh,1
ban judol,0
keren bget sayang tidak bisa nonton langsung,0
catorangewhistling,0
dirgahayu kota jogjasemoga semakin istimewasalam semangat dr puri argomulyo asri,0
mending delok neng omah neng tugu sesek poll,0
"udah pernah jugak ada yg menyampaikan seperti itu kayak nya,narkoba jugak pak pol jngan judi aja",1
kalau pemerintah ada itikad baik untuk rakyat nya bukan nya korban judi ny yg d kasih bansos.judi online ny yg d bubar kan,1
wah wah.... dah sadar ini bandar togel 🤣🤣🤣,1
sumuk polll,0
hari gini masih slot,0
otaknya dimana mereka itu brantas dong bos judi online,1
kepiye iki solusine,0
stop woi haram wong ra nduwe pendidikan stop slot,0
gondomanan wes perfom durung yo rep ndelokanaku,0
kapolda jogja tlg blokir slot nya mengganggu bgtt,0
bandar judi tertawa😂😂😂😂,1
udh gk asing si streamer adu semut kebanyakan promoin judi semua. cuma 1 yg nolak keras kmren tuh player AE atau siapa lupa,1
judine ntek semono hpne xiaomi mas,1
puncak acara masih sampai malam gak usah pulangfacebluesmiling,0
kasus vina saja belum bisa apalagi judi mau di bongkar,1
sudah ku akhiri gara gara perjudian dari pada bertahan sebelum jadi korban,1
"Mereka kan gak minta utk di sawer sama situs judi, tp situs judi yg sawer mereka utk cari nama. Kenapa hrs diminta balik?",1
kok blm mulai nie,0
asli jackpot loe bang. langsung nginep di hotel jeruji,1
Dari 2018 kenal cuma bola sama live casini di 2019an awal slot smpai akhinya di 2023 dksh menang smpai 115jt wktu 10mnit modal cuma 1jt..,1
"sehari 10 jt. sekarang tidak punya apa"".
klu boleh jujur. bodoh bgt aku mengenal judi online. lg cari cara untuk melupakan semuanya",1
"ke enakan malah pada judi trus, orang judi itu orang malas",1
kami tidak percaya sama bapak kami tahu siapa bos judi terbesar di Indonesia,1
"makanya korban judi dapat bansos, karena bandarnya dari pejabat 😂",1
es es es,0
Walaupun ga di promosiin sama streamer judi itu udah jadi budaya di semua negara wkwk,1
tutup sh judi online,1
yogyakarta adalah ibu kota kebudayaan,0
"harusnya judi online nya di blokir pak, malah nyalahin peminatnya.😂😂",1
"itu bentuk sumbangan yg emng dr situs judi onl ngasih cuma2 ke streamer yg kena mslh mereka pas udh bnyk knp suruh balikin pihak berwajib? bg"" hasil?",1
soAmi sy main judi online habis 2 m..sy terlilit hutang Krn soAmi,1
Dari awal ga nyalahin istrinya ..mau itu polisi mau itu irt kalau dah ga kuat bsa melakukan hal apa aja.. mnurutku stop deh main lc dan judi slot walau lingkungan kerjaan gtu smua ..malu ma seragam,1
judi slot bg?,1
mataram yogyakarta,0
es teh ready masee gratis iki lagi ider,0
hate royal family,0
sebaiknya media slot di off,1
polisi mana berani tangkap badar nya mau nakoba atau judi online,1
Hapus judi online🙏🏻😊,1
tak streaming waeeee ga kuat nek ndono,0
waywng,0
padahal mau liat langsung,0
"betul pak,.semoga lekas sadar dan dapat hidayah anak2 yg judi oneline",1
masyarakat yang depo..polisi yg wd 1 bulan hampir 10 triliun perbulan setor ke polisi konoha😂,1
judi marai kere,0
trus nant para korban judi online berkumpul meminta uangnya kembali atas dasar penipuan😂😂😂😂,1
ya Allah semogga pemerintah bisa menutup judi onlien,1
pibesdey jogjaku istimewa,0
kalo yg mngendalikan judi online anggota berani gak nangkap pak 😄,1
"kasik tau gue cara berhenti judi , tolong gue udh capek, gua udh bner bener bngung kehilangan arah, di sisi lain gua harus ttap kuat d hdpan orng bnyk",1
judiiii tettttt ...dapet bansos uwowww,1
macet ga ya nnti mau pulang nihh,0
yang dapet bansos bukan yang judi online tapi baagusnya ngasih ke yang membutuhkan/kurang mampu trus pekerjaan di negara indonesia terlalu sulit gak seperti negara lain .,1
gotot temen gole pada playon kae,0
nto nto ngerepoti,0
"gw abis wd 1,5😁🤙🏻",1
nderek bingah mangayubagyo hari jadi kotaku jogjakarta ingkang kaping 268 semoga kedepan semakin istimewa,0
"yg di tangkap yg kecil², pemakai, penjudi.
lhah produsen, pengedar, pabrik judi nya ga ada kbr sama sekali",1
judol caperrrrr,0
"Bentar bentar, kalo gitu kenapa uang hasil donasi dari judi online harus di storekan?",1
numpak drone mas,0
slot haram,0
joogja istimewa,0
sangar nggotong gunung merapi,0
itu dpr nya pasti admin slot,1
berbah,0
"klo buat istrinya yang cerai karna suami penjudi slot oke""ajh si,klo buat penjudinya agak lain",1
gacor parah,0
halo kawan,0
kordan judi online aj dikasih bansos😆,1
"setuju Pak, Jakarta besar karena dari pajak Judi ga percaya tanya aja Mantan Gubernur Jakarta ""Ali Sadikin"" 😅",1
yang depan duduk woi,0
"situ bikin ikn di konoha...gambling nggak tuh?
gambling itu untung untungan...perjudian...
bisa sukses jadi ikn atau mangkrak...dana habis...😂",1
wayang nya kapan yaaa,0
"sumpah ya main judi kalo ending gak metong ya gila,harta abis gak ada yg bantu",1
facepurplecryingfacepurplecryingfacepurplecryingslot meresahkan,0
d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,0
eyespurplecrying,0
jngn melibatkan diri...tpi bekingi judi boleh😂,1
kereennn,0
harus di hapuskan slot itu penyakit,1
karna judi online pajaknya besar,1
@aynanda_02 @Fazany 😄😂😂 judi dan bermabuk mabukan,1
"Woiii Liat Nih Akibatnya Yg Sk Judi.
Dahlah Brhnt,Ga Ush Diterusi.
Bkn Cm Lo Yg Susah,Org Disktr Lo Jg Ikutan Kena Susahny.",1
iyaa woi depan duduk,0
Apa perbedaan judi online dan tambang timah? Mohon info yang akurat,1
yanto hpne njeblug,0
info es teh jumbo gratis,0
dan kebanyakan para penjudi online memakai atm bca,1
jogja memang istimewa bekasi hadir,0
kostum kota gd msh yg bgus,0
parkir 5000,0
la anak panahe ki endi bos,0
"orang orang yang iklan kantor bola gacor di semua stream MLBB di yt 🗿🗿
itu udah jelas jelas di tonton jutaan orang yakali jejak digital dia donate dari mana g bisa di deteksi😹
Indonesia Indonesia😹",1
Dikasih pihak berwajib terus uang kemana? Klo buat korban judi sih masih bisa tp klo buat negara?? Yg kenyang malah pemerintah,1
"kalau emang dapat bansos setiap bulan, kami berhenti judi online, karna kami pengangguran, bukti kan",1
"Sama2 polisi, bukankah dari segi gaji sdh lbh dari cukup? Tp who knows.. orang kalau sdh kena judi online susah tobatnya.. satu2nya cara ya meninggalkan orang itu, bahkan mngkin keluarga sekalipun..",1
bansos cair langsung deposit hahhahahah,1
ganteng mbokne koyo yulifacebluesmilingfacebluesmilingfacebluesmilingfacebluesmiling,0
elamat  ukses diy  uri uri kabudayan nusantara lkn  lembaga kebudayaan nasional,0
crewet,0
alhamdulillah gak pernah main judi dan sangat menghindari apapun semua jenis2 judi✌,1
ericko Lim sih parah dia yg pertama kali live streaming nampilin muka main judi slot.,1
hbd kota yogyakarta,0
enak meneh nonton neng hp karoan tv,0
hadeh ntar yg gk ikut judi di fitnah kan repot,1
salam dari sd joanes bosco,0
bapak² botak suka nge slot,1
judol  pekokkkkk,0
kpn ini,0
masalah game ml mau di blokir knpa? judi bukan malahan ada turnament nya..,1
selamat ulang tahun jogja,0
depo 25 wd 75 tarik gitu aja,1
manfaat judi apaan dah,1
sui menn sambutan e,0
"tolong dong pemerintah cepet""tutup judi online cz sangat meresahkan....",1
KSH PELAJRAN D SEL BIAR BANDAR JUDI PD KAPOK.👍👍👍🙏🙏🙏,1
Brantas it situs link judi.,1
enak seko omah,0
kecamatan kraton udah belum gaes,0
untuk yang korupsi gimana ya kabar nya? masa iya judi online yang di berantas 😅,1
heh ojo kasar karo wong tuo gar,0
mgkn yang 58% para korban judi on line x ya,1
lorooo,0
Slotking.rest pak🙏,1
pegawai pada WD anjai.🤣,1
SLOT SLOT 😂😂😂,1
"Slot itu seperti Narkoba
bisa kecanduan parah
anak anak mulai banyak yg kena hati hati itu bisa pake GO-PAY orang dewasa buat daftarin dan mereka main",1
selamat ulang tahun kotaku tercinta,0
Berarti ada kasus besar di Indonesia yang di tutupi judi online 😶,1
banget,0
kangen ke jogja,0
0 klitih pokoke jogja istimewa,0
meneng o judol,0
"Hidup Normal sehat dan tentram tanpa judi.Apa yang didapat dengan mudah Takan pernah bernilai.Jadikan sabar sebagai penolong kita....
""Si raja Depo""",1
mana nih,0
es jeruk 2000 silahkan,0
kita ingin menjdi pemenang slot g kn bisa menang tpi klo ingin mendapat kn hasil secukup ya.pasti bisa.😇😇,1
ono sg dodol esteh ra nk ora tak gowo sko omah,0
aku ngelak golek es teh ra ono sek liwatfacebluesmiling,0
estehku dilarisi lurd ng buri panggung,0
"di amrik Dan di eropa ada Judi Dan pajak Dan income Dr sector in tdk dikorupsi atau sedikit dikorupsi.
Skor bebas korupsi negara eropa rata rata 80/100
sementara Indonesia 34/100😩",1
"balik dapat kawan gacor baru, saling bertukar website.😂😂😂",1
facegreensmilingfacegreensmiling,0
meriahh,0
sing judol tak dungakke silitee jebolll,0
pengin lihat langsung,0
ini malioboro atau tugu si,0
salam buat kak yoko 86,0
dapat berapasi pemerintah dari bandar judi onlen sampe sampe memberi bantuan pemain judi onlen .,1
sugeng ambal warso kotaku jogja sek istimewa,0
krenzzzzzzzzzzzz alhamdulillah... hilangkan judi pembodohan itu semua,1
to yantoo,0
scatter bos kuh x500,1
"🧒ustad dia main judi
👳 astaghfirullah
🧒ustad dia menang
👳 Alhamdulillah
😂😂😂😂",1
yangg tari sudaaah kahh,0
"judi itu faktornya ada banyak tapi yang paling sering di jumpai ya faktor lingkungan dan tempat bersosialisasinya,jika ada 1 maka akan tumbuh lagi",1
bayar piro yo kui pesertane,0
agak aneh biasane nek takbiran maskote do apik apik tapi kok iki koyone rodo kurang,0
ai aing tra maen judi kabagean moal bansos eyy 😂😂,1
selamat ulabg tahun yogyakarta,0
gacor gk tuhh😭,1
klarifikasi benar² anti judi ? Xinnn di donate judol bahagia malahan mengadu domba 2 pihak judol buat yg terbesar donatenya. truss ...->,1
golek es nggi,0
situs judiiiiiiii,0
mbokne sercing google gek an,0
tutup saja togel d indonesia sama blokir semua situs onlain Bru bisa,1
kalau pas malam minggu kemarin hari jadi gunungkidul,0
hallo jogja ku,0
"tmn saya Ampe jual rumah warisan ortu gara""Judol...pake duit nasabah buat slot,bukan dibayarin cicilan 😅🙏",1
Kenapa sih gak ditutup tuh judi online udah banyak yang jadi korban,1
aku le cah jogja ra iso nonton,0
duh sue ora iki sambutane  sambutan sing ndue gawe,0
selamat ulang tahun kota yogyakarta ku,0
aku seng wong jogja mending ndelok seko omah soal e nek rono rame ne ra umum,0
KALO BISA DI PULAU BALI BIKIN CASINO UNTUK TAMU DARI LUAR NEGRI,1
nonton kambek madang sego koceng enak iki,0
Untung suami qu gx neko2..judi kgak mnum kgak nyabu kgak..Alhamdulillah,1
ada tapi pusing gurune riwet,0
kaya nya yang 58 persen kompak judi online biar dapat bansos 🤣🤣,1
kok jadi gini komen nya,0
jgn dulu tutup Judi online pak. 🧐. biarkan Saya Pindhkan Dulu uang Kita yg di luar negri ke indonesia ini. aku yakin dikit lagi aku mau JP. . Percayakan Semua masalah ini pada saya. akan saya tarik semua duit yg sudah pergi keluar negri kembali,1
wah sayang sekali gak bisa ikut ngliput baru kerja,0
supir drone e mantan pembalap,0
"jadi takut aq😂suka ngomel terus gra gara dy main judi mlu,abis sampe jadi pengangguran",1
kalau pemerintah betul serius mah gampang berantas judi online. cabut aja izin usaha bank dan jasa keuangan yg memberi akses top up ke apk dan situs judi online. selesai itu masalah.😎😎,1
baleni meneh,0
waduhh mesakeee sek pingsan,0
lo main game online aja petinya boxnya aja dah diseting paling dapet ampas apalagai judol slot 🤣🤣,1
Makasih cuannya @𝑰𝑫𝑹𝟒𝟓,1
"jangan2 yg punya situs judi setor sama. ....
isah titik2 di atas 😂😂",1
aydk jogjaku love you,0
sinyl pada mati gag disana,0
MampirSini...PastiWeDe✨.@RMASLOT.,1
mana ni adminya banyak iklan judi itu,0
ayo kita berjudi 💪,1
pemaine transit ngendi lek,0
kalau streamer ML semua nya di tangkap ku mohon untuk polisi jangan pilih kasih juga para artis juga jangan malah di angkat jadi duta judi,1
"itu yg taruhan di atas ring tinju ,,kn sama juga judii,🤣😂",1
parkir di rama sakti longgar,0
tugu ora udan po,0
"jangan judi aja, sabu juga tolong di hilangkan di Indonesia ini 🙏",1
nonton live sambil rebahan plus ngopi wenaak,0
bisa ga kami masyarakat melaporkan anggota bapak maen slot,1
bandar judi online nya muhadjir mangka nya di lindungi di subsidi,1
itu Indonesia bro klihatan cuan langsung di buru... pdahal klo emang tegas tutup platform nya beres... lu mau menjarain streamer seindo pun ga ngefek,1
"Situs judi ini agak ANEH.
Mau lapor situsnya kenapa harus ijin SI WERENG COKLAT???
BUAT YG PAHAM AJA",1
kalo di randown jam 1800 mulai,0
lebih baik liat di live streminh,0
judol  rugi,0
ho o yoan aku dodol daster mas mbak ben isis silir,0
"ayo lancarkan bantuan dana buat yang kalah judi online,
gua yg gak main dulu online dapet bantuan gak yah ?",1
kayanya dia juga maen slot😂😂😂😂korban zeus kayanya,1
"😅✌️ah masak buktinya situs perjudian bnyk ada,, klo emg di Brantas pasti gak bisa akses di Indonesia",1
Jgan judi dan dan jgan godain para bidan😂,1
haram haramn,0
"kalau untuk berenti sekaligus susah, kurangin depositnya dari 300k ke 30k, main aja bet paling kecil, main buat iseng, sy dulu depo sehari 500k, skrg udh berkurang paling cuma 30k",1
aku arep nontn rono ora oleh jare anakku ndak semapot ngisin2ni,0
jogja selalu istimewa,0
disiarkan di tv kak,0
25 jutaan.dan sekarang alhamdulillah suami brhenti.untuk ibu2 bntu doakan suami atau keluarga yg judi menjadi brhenti. sholat tahajud minta sama allah,1
istimewaa,0
jadi inget pas nonton thn 2022 helmku sampe ilang di parkiran,0
eightoclockeightoclockeightoclockeightoclockeightoclock,0
rame2 jadi peserta judi online donk🤣🤣,1
nek aku ora try out aku mangkat delok cah,0
ini harimu maxwin jgn kau sudahi😅,1
sugeng ambal warso kutaku jogja tercintah,0
yah tiwas udah pulang,0
facebluehearteyesfacebluehearteyesfacebluehearteyesfacebluehearteyesfacebluehearteyesfacebluehearteyesfacebluehearteyesfacebluehearteyes,0
info ling gacor😁 suhu,1
judi sepak bola pling berbahaya bro!!!!masyarakat resah adanya taruhan sepak bola!!,1
"yang jadi pertanyaan gue, itu full donate akun judi atau semua sama orang yang donate biasa. agak geri karna di sebut semua. menarik untuk di simak",1
kamu cewe juga khan,0
barusan jp di angka eh di sedot semua Ama slot,1
hbd jogja,0
atas nam yanto,0
padhl deposit sekali lagi jp tu..😅😅,1
sangar ngono nganggo sepatu roda,0
"orang yg byk Munapik,,judi itu byk yg hobi tp hrs ada batasnya",1
"bener juga tu,kata bung RG,klu duit judi online dipakai buat bangun IKN biar cepat rampung dan bisa upcara 17 san di sana🤭🤭🤭",1
ATASAN DAPAT CUAN,1
apbd Jakarta juga dulu dari judi waktu zaman nya gubernur Ali Sadikin,1
lumayan dpt bansos bs deposit,1
"ada lagi orang2 dikampung gua main togel nyari angka di pohon keramat ditenah pemakaman🤣, besoknya langsung ketempelan",1
newmember pas4d pasti jp sudah pasti,0
bansosnya entar dibeliin slot...ngeriiiii,1
wayang orang kolosal top,0
selamat ulang tahun kota tercinta menyala jogjakuu,0
tsunami,0
"temen gw depo 5jt all inbet 10rb di zeus WD 92jt 😭 langsung beli PCX gila ini ril cuy, tapi entah dia udah kalah berapa, kalo ga percaya sini ke cempaka putih",1
habis isya,0
katanya judi online akan dibrantas. tpi pemain dan aplikasinya masih banyak. 🤣,1
ha piye kok isa nggeblak tapi cen lagi panas bgt,0
lagian judi tu memperkaya bandar,1
aku sambil buka tv,0
"judiiiii....
gaskeun",1
bang ntar malam isnya allah aku ikut curhat ya bang ntar mau cerita dari awal aku hancur di rollet casino ntar vidionya di shar gak papa buat vt,1
jalur ordal om darmo,0
zzzzzzzz,0
perbulan di atas 24 jt.mani judi online sudah 3 thn,1
enakan streaming aja sambil ngeteh pdhl dekat sama rumah,0
gak bisa sih kak soalnya ramai banget,0
dewa petir gacorr,1
ko bisa tau ya terindikasi judi online dari mana yak,1
"sy depo 450.000 Wd 30.000.000 ..
mines 270jt",1
liat video ini sambil buy spinn,1
kok go bahasa inggris barang le ngomong,0
yogya tetap jos istimewa kotaku giwangan umbulharjo rumah dan favoritku,0
diblokir wae iklan judol e,0
setelah sholat isya,0
loh pada nnya kalo duitnya dibalikin buat apa? esensinya adalah para streamer itu nerima donasi dari situs judi. kocak banget.,1
"judi online pake rekening, Emang bs anak kecil punya rekening",1
smoga kedepannya judi online sudah tiadaa,1
aku mau main judi online aja lah 🤣,1
tik tok shop dlu prnh bisa di tutup kna judi online g bisa yaa🥺,1
hapus judi online,1
judi itu haram kok dpt bansos..pinter bgt mensos sekarang,1
Gak e untung e judi ki opo?,1
Maen pkv sring di kasih menang di awal tp kenapa gak kepikiran buat WD akhirnya rungkad.. Jujur mau banget berenti judol tp gimana caranya yah....,1
bukti.kalau DPR nya mewakili para penjudi,1
Hilangkan judi online,1
maxwin 8x rungkad ribuan kali itulah yg pernah aku alami lebih baik berenti sebelum masa depan hancur berantakan..,1
Maklum Mas Kan Judi Itu TEGAL SAWAH NYA DIA,1
slot ko masih ada ya ?,1
galuh ga nonton di lolasi,0
gacorrrrr,0
makanya aku sampe ngelarang suami sampe² ribut jangan suka nyoba² main judi...klu sampai main judi aku usir...takutnya aku kenapa²... Alhamdulillah ..suami nurut,1
"bandar gk butuh rekening pak ,,bandar butuh deposit .sejak kapan rekening bisa di buatkan sama org lain 😂.rekening di kumpulkan sama pengepul🤣 kyk brondolan sawit aja 🤣",1
kalau judi sabung ayam..,1
terus datanya darimana yang judi online?,1
kekayaan seni dan budaya di tugu malioboro di malam ini,0
lambene boy,0
pengen ndelok tapi ada sesuatu yg gak bisa di tinggal,0
"bandar tersenyum melihat ini, asik bakal ada deposit masal 😅",1
mengotori mata kita,0
judi om line Haram dikasih bansos juga dari uang sesuai banget pendukung 02 rata 2 suka makan uang haram😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀,1
"buat peraturan pak polisi perang dg judi dan penjudi online..
kl gamenya di kejar mati satu tumbuh 1000 pak, skrg sdh saatnya kejar penjudinya melalui transaksi² Depo by ewalet dan transfer bank",1
sudah mulai kah,0
pinjol meresahkan,0
salam dari kalsel 2 minggu yg lalu baru dari jogja,0
arif pes ti bohong,0
opo ra ribut meh muloh si byan pas kae,0
"lah, padahal banyak selebgram pada promosi link judi online, sapu rata lah",1
total donate situs judi @ilhammuhammad7682,1
ayoooo gasken live,0
spill dong yg tinggal di jogja tinggal di kecamatan mana kelurahan mana kayak aku umbulharjo warung boto jl persatuan jl glagahsari yogyakarta,0
penting ra gowo kamus,0
yg belakang bisa liat via vidio tron,0
"Suami sya judi,lc,kdrt,skrg hrta ludes,drpd sya jd korban lebih baik sya pergi,smg suami saya cpt mndpt hidayah",1
"ini pengamat dan ahli ngomong sesuai bayaran nya, ngak tau mereka awal kejahatan itu mulai jadi judi, setelah itu prostitusi meningkat, dan narkoboy akan menjadi jadi, yg punya kuasa tambah jahat..",1
baru kali ini main judi malah dapet bantuan 😂😂😂,1
selamat ulang tahun,0
temen gue minjem duit malah buat slot kan tolol!!,1
penjudi dimodali,1
gak iso cod macet,0
ra.mangan.polisi.nutup.judi.,1
salam buat kak hari di watesmet istirahathandpinkwaving,0
"tenang buat para penjudi,masih ada dana ovo dn yg lain2 nya xlo mau buang uang😂😂😂",1
"satu2nya negara d dunia ,rakyat.mau judi d modalin negara ,",1
selamat menonton acaranya dirgahayu kota yogyakarta,0
gasss biar tambah kebek,0
"yg ditangkap pemain judi online,online boss,pemain mana tau siapa pemilik situs nya,seharus nya polisi selidiki pemilik situs nya,itulah bandar nya",1
Alahh msih bnyak tuh main slott,1
kaya teman gua sama anak tiri bpk gua slot mulu. 😌,1
facegreensmiling,0
"lagi jamanya,tetangga saya juga rental mobil trus mobilnya digadein gara2 slot baru kejadian kemarin 🤭😁",1
"1.penjudi
2 .suka selingkuh",1
"ini mah nangkap penjudi diera 80 an, bapak pikir ini judi sabung ayam atau maen ceki diatas meja kedai 🤦🤦🤦",1
dr jm 6 smpe jam 1p,0
udh setiap hari lewat bosenfacebluesmiling,0
ngampilan mantaaab,0
bang gimna sih ngeloporin judi online biar saya bisa buat laporan #polisi #porli,1
ya kwe masuk kro judi nasional sng Ng Kamboja koncoku admin slot Ng kamboja,1
"rakyat sedang menunggu regulasi, kepres, UU yg mengatur korban judi online dibantu dengan Bansos",1
selamat ultah kota jogjakarta tercinta,0
berantas judi online sekalian berantas &misknkan para koruptor wi,1
wisdom toto matamuuu,0
jogjaa istimewaaaaaaa,0
pir alon alon pak sopir drone e,0
bandar nya kan yg berbintang haduh nggk paham gmna penjarain nya mau narkoba judi penggelepan barang ilegal trus bahan bakar ilegal.udah intinya berani nggk untuk usut dan ulang lagi dr 0 😂,1
gabusa liat display nya,0
"basi pak buktinya judi online masih blom ditutup,emang susah ya pak apa ada yg krjasama kan uangnya gede makanya kaga bisa dibrantas wkwkwk",1
jogja mmg istimewa,0
Wd kan segera 😁,1
kok ngeri men kon takok malaikat  lagi delok wae wes bedo alam,0
ya allahhh pengen berhenti judi juga aku😭,1
spam banget judol,0
